Club Name,Club Badge URL,Player Name,Player Image URL,Jersey Number,Position,Nationality 1,Nationality 1 Flag URL,Nationality 2,Nationality 2 Flag URL
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Marwin Hitz,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731641_52316605.png&w=3840&q=75,1,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Mirko Salvi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731543_52316507.png&w=3840&q=75,13,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Italien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F25f2cmb2r8mk5rj92tzer6kvv%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Tim Spycher,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731393_52316357.png&w=3840&q=75,16,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F31o5u3pnae9k5ak9tkhet8h5g%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Tim Pfeiffer,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731598_52316562.png&w=3840&q=75,47,Torhüter,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F31o5u3pnae9k5ak9tkhet8h5g%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Nicolas Vouilloz,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731494_52316458.png&w=3840&q=75,3,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Keigo Tsunemoto,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731806_52316770.png&w=3840&q=75,6,Verteidiger,Japan,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F1almavk3j4jf05v61cwn9j1jh%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Flavius Daniliuc,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2190227%2Fmedia_58478885_58076899.png&w=3840&q=75,24,Verteidiger,Österreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F1u2ohgn4rfjepjscghwuqmwco%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Finn van Breemen,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731626_52316590.png&w=3840&q=75,25,Verteidiger,Niederlande,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F39ape8mfua1jdeaav81j949e0%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Adrian Barisic,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731629_52316593.png&w=3840&q=75,26,Verteidiger,Bosnien-Herzegowina,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2m83usj5sdqa8qd6vn0y8l6u5%403x.png&w=3840&q=75,Kroatien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2ap8txhvmlwa4jpwdru4h06g5%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Kevin Rüegg,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731687_52316651.png&w=3840&q=75,27,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Moussa Cissé,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731850_52316814.png&w=3840&q=75,29,Verteidiger,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F304juzwr7kmlvrvg0t2vym1qe%403x.png&w=3840&q=75,Mali,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3m0mkynsg1ir87nprnz0259oy%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Dominik Schmid,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731445_52316409.png&w=3840&q=75,31,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Jonas Adjetey,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731496_52316460.png&w=3840&q=75,32,Verteidiger,Ghana,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F20fggg7o31jl462lsbf7xbfva%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Evann Senaya,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731689_52316653.png&w=3840&q=75,42,Verteidiger,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F304juzwt7kmlvrvg0t2vym1qe%403x.png&w=3840&q=75,Togo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F6ec7t1xq0fx2u4c0jdh1jjmmx%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Marvin Akahomen,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731538_52316502.png&w=3840&q=75,43,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Metinho,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731741_52316705.png&w=3840&q=75,5,Mittelfeldspieler,Demokratische Republik Kongo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F5p4m8q75qhlbdqrhi1xrg7x9%403x.png&w=3840&q=75,Brasilien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F37n1jfsvwl7o2hlrhl2sm7gny%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Koba Koindredi,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731398_52316362.png&w=3840&q=75,8,Mittelfeldspieler,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F304juzwt7kmlvrvg0t2vym1qe%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Xherdan Shaqiri,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731836_52316800.png&w=3840&q=75,10,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7mew8u8ja6k4l6moqh0eeb5g%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Andrej Bacanin,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2049444%2Fmedia_55709169_55306975.png&w=3840&q=75,14,Mittelfeldspieler,Serbien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bnz1uu87yv2i3v2nhdj1s1rk%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Marin Soticek,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731807_52316771.png&w=3840&q=75,19,Mittelfeldspieler,Kroatien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2ap8txhvmlwa4jpwdru4h06g5%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Léo Leroy,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731686_52316650.png&w=3840&q=75,22,Mittelfeldspieler,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F304juzwt7kmlvrvg0t2vym1qe%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Dion Kacuri,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731780_52316744.png&w=3840&q=75,28,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7mew8u8ja6k4l6moqh0eeb5g%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Junior Zé,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731428_52316392.png&w=3840&q=75,39,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Kamerun,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2au5493iytv850y1dg2692eby%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Gabriel Sigua,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,21,Mittelfeldspieler,Georgien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F5r81ape5rugla9upat5p96t0r%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Anton Kade,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,30,Mittelfeldspieler,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F31o5u3pnae9k5ak9tkhet8h5g%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Philip Otele,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731743_52316707.png&w=3840&q=75,7,Stürmer,Nigeria,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F79g5m3mkms3pej3199n0az26%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Jeremy Agbonifo,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2190227%2Fmedia_58478884_58076898.png&w=3840&q=75,9,Stürmer,Schweden,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F1f248fcebcc0k9p6n0q8g2c9k%403x.png&w=3840&q=75,Nigeria,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F79g5m3mkms3pej3199n0az26%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Bénie Traoré,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731542_52316506.png&w=3840&q=75,11,Stürmer,Elfenbeinküste,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F175ru3hdp5vrcjrx6mqh1z9k3%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Moritz Broschinski,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2049444%2Fmedia_55709170_55306977.png&w=3840&q=75,17,Stürmer,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F31o5u3pnae9k5ak9tkhet8h5g%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Ibrahim Salah,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2190227%2Fmedia_58478883_58076897.png&w=3840&q=75,21,Stürmer,Marokko,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3i7hwr5bmghrvvgi46ayi01hy%403x.png&w=3840&q=75,Belgien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F37vyttrsu0v0dqjv2gckfjou%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Albian Ajeti,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731599_52316563.png&w=3840&q=75,23,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Albanien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3mvommh2zw5mjjsn0okviw73%403x.png&w=3840&q=75
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Juan Gauto,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731539_52316503.png&w=3840&q=75,33,Stürmer,Argentinien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F19w3ltuhe7t3z01vrtvzupmd8%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Agon Rexhaj,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731643_52316607.png&w=3840&q=75,40,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Basel,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fcf1c3258-7217-4793-a8da-b10698d7f39e%2FRZ_CSSL_ClubLogo_FCB_RGB.png&w=3840&q=75,Kaio Eduardo,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1864797%2Fmedia_52731440_52316404.png&w=3840&q=75,46,Stürmer,Brasilien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F37n1jfsvwl7o2hlrhl2sm7gny%403x.png&w=3840&q=75,,
