Club Name,Club Badge URL,Player Name,Player Image URL,Jersey Number,Position,Nationality 1,Nationality 1 Flag URL,Nationality 2,Nationality 2 Flag URL
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Leandro Maksutaj,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391577_50125298.png&w=3840&q=75,35,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Kosovo,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F6a3ie4sl1p5hy421tnyimjmr7%403x.png&w=3840&q=75
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Elias Maluvunu,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391559_50125280.png&w=3840&q=75,37,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Stéphane Cueni,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391615_50125336.png&w=3840&q=75,44,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Kapverdischen Inseln,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2aumdkmbsizkeltqyarptlpgc%403x.png&w=3840&q=75
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Alexandre Jankewitz,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391605_50125326.png&w=3840&q=75,45,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Roman Buess,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391619_50125340.png&w=3840&q=75,9,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Bafodé Dansoko,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,11,Stürmer,Guinea,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3vygt1jj5x5f7jqvbclyncuc6%403x.png&w=3840&q=75,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2v2rqi5ujvu1jszhw5vklb6nm%403x.png&w=3840&q=75
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Francis Momoh,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,14,Stürmer,Nigeria,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F4zrnb9w66s0433b41scugmc77%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Andrin Hunziker,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2021665%2Fmedia_55186742_54779761.png&w=3840&q=75,17,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Julius Holder,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391575_50125296.png&w=3840&q=75,34,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Deutschland,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fn4xzwdd9rbhx5zevmok4vyscc%403x.png&w=3840&q=75
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Brian Beyer,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391617_50125338.png&w=3840&q=75,68,Stürmer,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F2v2rqi5ujvu1jszhw5vklb6nm%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Nishan Burkart,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391557_50125281.png&w=3840&q=75,99,Stürmer,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
FC Winterthur,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1600730%2Fmedia_50391604_50125325.png&w=3840&q=75,Christian Gomis,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,23,Stürmer,Senegal,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F24vut3qjp4yj2e4w1c1l6s3wp%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Marvin Keller,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548466_52133430.png&w=3840&q=75,1,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Heinz Lindner,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548445_52133409.png&w=3840&q=75,12,Torhüter,Österreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fhcs1bd49qliqqity6o268jyt%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Dario Marzino,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548451_52133415.png&w=3840&q=75,40,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,David von Ballmoos,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,26,Torhüter,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Ryan Andrews,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2235116%2Fmedia_59533895_59131953.png&w=3840&q=75,2,Verteidiger,England,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fqrn1kx9w4pkvo37au4nfik8az%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Jaouen Hadjam,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548434_52133398.png&w=3840&q=75,3,Verteidiger,Algerien,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fhnfoh3ttoqguc4rz3f8ry3m39%403x.png&w=3840&q=75,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F4txr97ca0fsxf2v4r0xuuu3p6%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Tanguy Zoukrou,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548442_52133406.png&w=3840&q=75,4,Verteidiger,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F4txr97ca0fsxf2v4r0xuuu3p6%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Gregory Wüthrich,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548424_52133388.png&w=3840&q=75,5,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Ghana,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2Fp0kv0wfiv9dte5n2yfa3xe7jd%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Saidy Janko,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548437_52133401.png&w=3840&q=75,17,Verteidiger,Gambia,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F9hhr6qrq9w1gq566b0ub7yyxh%403x.png&w=3840&q=75,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Loris Benito,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548397_52133361.png&w=3840&q=75,23,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Mats Seiler,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548444_52133408.png&w=3840&q=75,55,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Olivier Mambwa,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2235116%2Fmedia_59533897_59131955.png&w=3840&q=75,57,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Rhodri Smith,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548491_52133455.png&w=3840&q=75,66,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Zachary Athekame,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,24,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Lewin Blum,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,27,Verteidiger,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Edimilson Fernandes,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548500_52133464.png&w=3840&q=75,6,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Alvyn Sanches,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2235116%2Fmedia_59533894_59131952.png&w=3840&q=75,10,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,Portugal,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F910b5y44d1zgjf0fcnocu5l1g%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Dominik Pech,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2048727%2Fmedia_55671430_55269236.png&w=3840&q=75,13,Mittelfeldspieler,Tschechische Republik,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7dyce1edln0mxb4imnmpjec4v%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Christian Fassnacht,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548410_52133374.png&w=3840&q=75,16,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Sandro Lauper,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548475_52133439.png&w=3840&q=75,30,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Armin Gigovic,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F2048727%2Fmedia_55671428_55269234.png&w=3840&q=75,37,Mittelfeldspieler,Bosnien-Herzegowina,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F7yueau6wz8xkkbmd6b15ogge0%403x.png&w=3840&q=75,Schweden,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F5xr9itwc4ms4akgx9bu2xgkfn%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Darian Males,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548417_52133381.png&w=3840&q=75,39,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Rayan Raveloson,https://sfl.ch/_next/image?url=https%3A%2F%2Fscoreplay-mam-media.s3.amazonaws.com%2F322%2F1855556%2Fmedia_52548429_52133393.png&w=3840&q=75,45,Mittelfeldspieler,Madagaskar,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F8wgoc5c7uhjmn8qspx1il16j%403x.png&w=3840&q=75,Frankreich,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F4txr97ca0fsxf2v4r0xuuu3p6%403x.png&w=3840&q=75
BSC Young Boys,https://sfl.ch/_next/image?url=https%3A%2F%2Fassets-eu-01.kc-usercontent.com%3A443%2F3668e732-8a21-0181-1c69-be073a63937a%2Fd6138268-247b-4eb7-bae7-530a85755169%2FRZ_CSSL_ClubLogo_YB_RGB.png&w=3840&q=75,Noë Tschanz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsportlab%2Fplayer_placeholder.png&w=3840&q=75,47,Mittelfeldspieler,Schweiz,https://sfl.ch/_next/image?url=https%3A%2F%2Forigins-common-assets.origins-digital.com%2Fsport-assets%2Fopta_sd%2Fcountry_flag%2F3bh70jgvc5mn58x0byjkuda17%403x.png&w=3840&q=75,,
